,docId,isValid,passage,passage_id,e1,e2
0,BioInfer.d0,True,alpha-catenin inhibits beta-catenin signaling by preventing formation of a beta-catenin*T-cell factor*DNA complex.,BioInfer.d0.s0,T-cell factor,alpha-catenin
1,BioInfer.d0,True,alpha-catenin inhibits beta-catenin signaling by preventing formation of a beta-catenin*T-cell factor*DNA complex.,BioInfer.d0.s0,T-cell factor,beta-catenin
2,BioInfer.d0,True,alpha-catenin inhibits beta-catenin signaling by preventing formation of a beta-catenin*T-cell factor*DNA complex.,BioInfer.d0.s0,T-cell factor,beta-catenin
3,BioInfer.d0,True,alpha-catenin inhibits beta-catenin signaling by preventing formation of a beta-catenin*T-cell factor*DNA complex.,BioInfer.d0.s0,alpha-catenin,beta-catenin
4,BioInfer.d0,True,alpha-catenin inhibits beta-catenin signaling by preventing formation of a beta-catenin*T-cell factor*DNA complex.,BioInfer.d0.s0,alpha-catenin,beta-catenin
5,BioInfer.d0,True,alpha-catenin inhibits beta-catenin signaling by preventing formation of a beta-catenin*T-cell factor*DNA complex.,BioInfer.d0.s0,beta-catenin,beta-catenin
6,BioInfer.d1,True,A binary complex of birch profilin and skeletal muscle actin could be isolated by gel chromatography.,BioInfer.d1.s0,profilin,skeletal muscle actin
7,BioInfer.d1,True,"Birch profilin increased the critical concentration required for muscle and brain actin polymerization in a concentration-dependent manner, supporting the notion of the formation of a heterologous complex between the plant protein and animal actin.",BioInfer.d1.s1,brain actin,profilin
8,BioInfer.d1,True,"Birch profilin increased the critical concentration required for muscle and brain actin polymerization in a concentration-dependent manner, supporting the notion of the formation of a heterologous complex between the plant protein and animal actin.",BioInfer.d1.s1,profilin,muscle actin
9,BioInfer.d1,True,"Birch profilin increased the critical concentration required for muscle and brain actin polymerization in a concentration-dependent manner, supporting the notion of the formation of a heterologous complex between the plant protein and animal actin.",BioInfer.d1.s1,profilin,actin
10,BioInfer.d1,False,"Birch profilin increased the critical concentration required for muscle and brain actin polymerization in a concentration-dependent manner, supporting the notion of the formation of a heterologous complex between the plant protein and animal actin.",BioInfer.d1.s1,brain actin,muscle actin
11,BioInfer.d1,False,"Birch profilin increased the critical concentration required for muscle and brain actin polymerization in a concentration-dependent manner, supporting the notion of the formation of a heterologous complex between the plant protein and animal actin.",BioInfer.d1.s1,brain actin,actin
12,BioInfer.d1,False,"Birch profilin increased the critical concentration required for muscle and brain actin polymerization in a concentration-dependent manner, supporting the notion of the formation of a heterologous complex between the plant protein and animal actin.",BioInfer.d1.s1,muscle actin,actin
13,BioInfer.d1,True,Interaction of plant profilin with mammalian actin.,BioInfer.d1.s2,profilin,actin
14,BioInfer.d1,True,"In viscometric assays, the birch protein was seen to modulate actin filament formation analogous to animal profilin.",BioInfer.d1.s3,actin,profilin
15,BioInfer.d1,True,"These data indicate that the actin-binding domains in plant and animal profilins are functionally highly conserved, although the overall sequence similarity is less than 25%.",BioInfer.d1.s4,profilins,actin
16,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for E-cadherin, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for beta-catenin, and in 37 (69.8%) for gamma-catenin.",BioInfer.d2.s0,alpha-catenin,gamma-catenin
17,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for E-cadherin, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for beta-catenin, and in 37 (69.8%) for gamma-catenin.",BioInfer.d2.s0,alpha-catenin,E-cadherin
18,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for E-cadherin, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for beta-catenin, and in 37 (69.8%) for gamma-catenin.",BioInfer.d2.s0,alpha-catenin,beta-catenin
19,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for E-cadherin, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for beta-catenin, and in 37 (69.8%) for gamma-catenin.",BioInfer.d2.s0,gamma-catenin,E-cadherin
20,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for E-cadherin, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for beta-catenin, and in 37 (69.8%) for gamma-catenin.",BioInfer.d2.s0,gamma-catenin,beta-catenin
21,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for E-cadherin, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for beta-catenin, and in 37 (69.8%) for gamma-catenin.",BioInfer.d2.s0,E-cadherin,beta-catenin
22,BioInfer.d3,True,Absence of alpha-syntrophin leads to structurally aberrant neuromuscular synapses deficient in utrophin.,BioInfer.d3.s0,utrophin,alpha-syntrophin
23,BioInfer.d3,True,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of utrophin, acetylcholine receptor, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholine receptor,alpha-syntrophin
24,BioInfer.d3,True,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of utrophin, acetylcholine receptor, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholinesterase,alpha-syntrophin
25,BioInfer.d3,True,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of utrophin, acetylcholine receptor, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,utrophin,alpha-syntrophin
26,BioInfer.d3,False,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of utrophin, acetylcholine receptor, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholine receptor,acetylcholinesterase
27,BioInfer.d3,False,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of utrophin, acetylcholine receptor, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholine receptor,utrophin
28,BioInfer.d3,False,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of utrophin, acetylcholine receptor, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholinesterase,utrophin
29,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,calreticulin
30,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,calreticulin,actin
31,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,calreticulin,alpha 5 integrins
32,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,calreticulin,pp125
33,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,calreticulin,beta 1 integrins
34,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,calreticulin,talin
35,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,pp125,focal adhesion kinase
36,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,actin
37,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,alpha 5 integrins
